"","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup"
"1673",1673,"white","age.gp2","Tr","NoTrade","NoGroup",6,0,2,1,3,1,4,1,3,3,0,6,4,2
"1674",1674,"white","age.gp2","Tr","NoTrade","NoGroup",11,1,8,0,2,0,10,1,5,6,0,11,7,4
"1675",1675,"white","age.gp2","Tr","NoTrade","NoGroup",12,1,7,3,1,0,10,2,2,10,0,12,6,6
"1676",1676,"white","age.gp4","NoTr","Trade","NoGroup",3,0,1,0,2,0,3,0,2,1,0,3,3,0
"1677",1677,"white","age.gp4","NoTr","Trade","NoGroup",2,0,0,1,1,0,2,0,1,1,0,2,2,0
"1678",1678,"white","age.gp4","NoTr","Trade","NoGroup",3,0,1,1,1,0,3,0,1,2,0,3,3,0
"1679",1679,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,1,0,0,0,1,1,0,1,0
"1680",1680,"white","age.gp4","NoTr","Trade","NoGroup",4,0,0,1,3,0,4,0,3,1,0,4,4,0
"1681",1681,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1682",1682,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1683",1683,"white","age.gp4","NoTr","Trade","NoGroup",8,1,0,2,5,0,8,0,2,6,0,8,7,1
"1684",1684,"white","age.gp4","NoTr","Trade","NoGroup",3,0,1,2,0,0,3,0,1,2,0,3,1,2
"1685",1685,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0
"1686",1686,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1687",1687,"white","age.gp4","NoTr","Trade","NoGroup",3,0,1,1,1,0,3,0,2,1,0,3,2,1
"1688",1688,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,1,0,0,0,1,1,0,1,0
"1689",1689,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,1,0,0,0,1,1,0,1,0
"1690",1690,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1691",1691,"white","age.gp4","NoTr","Trade","NoGroup",9,1,2,2,4,2,7,0,5,4,0,9,4,5
"1692",1692,"white","age.gp4","NoTr","Trade","NoGroup",6,0,3,0,3,1,5,0,1,5,0,6,4,2
"1693",1693,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"1694",1694,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1695",1695,"white","age.gp4","NoTr","Trade","NoGroup",2,0,0,0,2,0,2,0,0,2,0,2,2,0
"1696",1696,"white","age.gp4","NoTr","Trade","NoGroup",4,0,0,0,4,0,4,0,1,3,0,4,4,0
"1697",1697,"white","age.gp4","NoTr","Trade","NoGroup",9,0,2,3,4,1,7,1,4,5,1,8,4,5
"1698",1698,"white","age.gp4","NoTr","Trade","NoGroup",3,0,0,0,3,1,2,0,1,2,0,3,2,1
"1699",1699,"white","age.gp4","NoTr","Trade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0
"1700",1700,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0
"1701",1701,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1702",1702,"white","age.gp4","NoTr","Trade","NoGroup",6,0,1,0,5,0,4,2,3,3,0,6,4,2
"1703",1703,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1
"1704",1704,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1
"1705",1705,"white","age.gp4","NoTr","Trade","NoGroup",7,0,3,1,3,0,6,1,2,5,0,7,3,4
"1706",1706,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1707",1707,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1708",1708,"white","age.gp2","Tr","NoTrade","Group",22,3,8,5,6,0,20,2,9,13,3,19,15,7
"1709",1709,"white","age.gp2","Tr","NoTrade","Group",28,3,12,8,5,4,19,5,9,19,4,24,17,11
"1710",1710,"white","age.gp2","Tr","NoTrade","Group",22,0,11,6,5,1,20,1,9,13,1,21,16,6
"1711",1711,"white","age.gp2","Tr","NoTrade","Group",23,1,12,7,3,2,18,3,9,14,0,23,16,7
"1712",1712,"white","age.gp2","Tr","NoTrade","Group",27,4,9,8,6,0,25,2,12,15,0,27,19,8
"1713",1713,"white","age.gp1","Tr","NoTrade","NoGroup",13,5,1,4,3,2,8,3,1,12,2,11,8,5
"1714",1714,"white","age.gp1","Tr","NoTrade","NoGroup",9,5,2,1,1,1,5,3,5,4,1,8,4,5
"1715",1715,"white","age.gp1","Tr","NoTrade","NoGroup",10,5,1,4,0,2,5,3,3,7,1,9,7,3
"1716",1716,"white","age.gp1","Tr","NoTrade","NoGroup",13,9,1,2,1,0,9,4,2,11,5,8,6,7
"1717",1717,"white","age.gp1","Tr","NoTrade","NoGroup",8,3,0,3,2,0,8,0,2,6,1,7,6,2
"1718",1718,"white","age.gp2","NoTr","NoTrade","Group",20,1,9,8,2,1,16,3,8,12,0,20,15,5
"1719",1719,"white","age.gp2","NoTr","NoTrade","Group",21,2,12,4,3,1,14,6,4,17,1,20,12,9
"1720",1720,"white","age.gp2","NoTr","NoTrade","Group",24,1,9,5,9,1,22,1,7,17,2,22,15,9
"1721",1721,"white","age.gp2","NoTr","NoTrade","Group",23,4,16,1,2,1,15,7,9,14,0,23,17,6
"1722",1722,"white","age.gp2","NoTr","NoTrade","Group",18,0,9,8,1,2,16,0,7,11,2,16,12,6
"1723",1723,"white","age.gp1","Tr","NoTrade","NoGroup",13,7,4,0,2,1,10,2,3,10,4,9,9,4
"1724",1724,"white","age.gp1","Tr","NoTrade","NoGroup",12,5,1,4,2,1,9,2,2,10,2,10,5,7
"1725",1725,"white","age.gp1","Tr","NoTrade","NoGroup",9,3,1,1,4,0,8,1,2,7,1,8,4,5
"1726",1726,"white","age.gp1","Tr","NoTrade","NoGroup",14,6,1,5,2,0,13,1,5,9,1,13,9,5
"1727",1727,"white","age.gp1","Tr","NoTrade","NoGroup",13,5,3,3,2,0,10,3,4,9,1,12,5,8
"1728",1728,"white","age.gp3","Tr","NoTrade","Group",19,1,10,2,6,0,18,1,7,12,3,16,14,5
"1729",1729,"white","age.gp3","Tr","NoTrade","Group",17,2,6,3,6,1,14,2,7,10,1,16,12,5
"1730",1730,"white","age.gp3","Tr","NoTrade","Group",21,5,3,7,6,3,13,5,2,19,2,19,10,11
"1731",1731,"white","age.gp3","Tr","NoTrade","Group",11,0,6,3,2,2,9,0,5,6,1,10,9,2
"1732",1732,"white","age.gp3","Tr","NoTrade","Group",17,3,6,2,6,2,12,3,3,14,2,15,9,8
"1733",1733,"white","age.gp3","Tr","NoTrade","Group",18,3,9,4,2,2,10,6,2,16,2,16,11,7
"1734",1734,"white","age.gp3","Tr","NoTrade","Group",14,1,3,7,3,1,12,1,5,9,1,13,9,5
"1735",1735,"white","age.gp3","Tr","NoTrade","Group",18,4,7,3,4,4,12,2,6,12,3,15,10,8
"1736",1736,"white","age.gp3","Tr","NoTrade","Group",19,1,5,5,8,5,13,1,3,16,2,17,13,6
"1737",1737,"white","age.gp3","Tr","NoTrade","Group",19,6,4,3,6,0,17,2,4,15,1,18,11,8
"1738",1738,"white","age.gp3","Tr","NoTrade","Group",21,0,8,8,5,3,18,0,6,15,0,21,12,9
"1739",1739,"white","age.gp3","Tr","NoTrade","Group",20,4,7,6,3,4,13,3,9,11,1,19,8,12
"1740",1740,"white","age.gp3","Tr","NoTrade","Group",17,4,5,4,4,2,14,1,3,14,2,15,10,7
"1741",1741,"white","age.gp3","Tr","NoTrade","Group",21,1,11,5,4,0,18,3,8,13,0,21,12,9
"1742",1742,"white","age.gp3","Tr","NoTrade","Group",13,1,5,2,5,1,9,3,4,9,1,12,10,3
"1743",1743,"black","age.gp4","NoTr","NoTrade","NoGroup",11,1,5,2,3,6,5,0,3,8,0,11,5,6
"1744",1744,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1
"1745",1745,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0
"1746",1746,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,3,0,0,0,3,0,3,0,3
"1747",1747,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,2,2,2,2,0,0,4,1,3,3,1
"1748",1748,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,0,5,4,1,0,0,5,0,5,1,4
"1749",1749,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,1,3,4,0,0,0,4,0,4,1,3
"1750",1750,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"1751",1751,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,1,2,3,1,0,0,4,0,4,2,2
"1752",1752,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1753",1753,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,0,1
"1754",1754,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,0,3,2,2,0,1,3,0,4,3,1
"1755",1755,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,4,1,2,3,0,1,4,2,3,2,3
"1756",1756,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,2,0,0,0,2,0,2,0,2
"1757",1757,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1758",1758,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"1759",1759,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1760",1760,"black","age.gp4","NoTr","NoTrade","NoGroup",5,2,2,0,1,0,4,1,2,3,0,5,2,3
"1761",1761,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1762",1762,"black","age.gp4","NoTr","NoTrade","NoGroup",5,1,2,1,1,4,1,0,3,2,0,5,2,3
"1763",1763,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1764",1764,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,1,3,3,2,0,2,3,1,4,2,3
"1765",1765,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,2,1,0,1,2,1,2,1,2
"1766",1766,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,1,0,1,0
"1767",1767,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,3,2,0,0,5,0,5,3,2
"1768",1768,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,0,1
"1769",1769,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,1,2,0,1,2,0,3,3,0
"1770",1770,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1771",1771,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1772",1772,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"1773",1773,"white","age.gp4","Tr","NoTrade","Group",17,1,2,3,11,0,16,1,5,12,0,17,12,5
"1774",1774,"white","age.gp4","Tr","NoTrade","Group",11,2,2,2,5,2,7,2,4,7,2,9,7,4
"1775",1775,"white","age.gp4","Tr","NoTrade","Group",5,0,3,1,1,0,5,0,4,1,0,5,3,2
"1776",1776,"white","age.gp4","Tr","NoTrade","Group",13,1,1,1,10,0,13,0,4,9,1,12,10,3
"1777",1777,"white","age.gp4","Tr","NoTrade","Group",19,0,7,3,9,2,17,0,7,12,3,16,13,6
"1778",1778,"white","age.gp4","Tr","NoTrade","Group",1,0,0,0,1,0,1,0,0,1,0,1,1,0
"1779",1779,"white","age.gp4","Tr","NoTrade","Group",4,1,0,0,3,0,3,1,1,3,0,4,3,1
"1780",1780,"white","age.gp4","Tr","NoTrade","Group",12,1,3,2,6,3,8,1,4,8,1,11,8,4
"1781",1781,"white","age.gp4","Tr","NoTrade","Group",19,1,2,5,11,0,18,1,4,15,2,17,14,5
"1782",1782,"white","age.gp4","Tr","NoTrade","Group",14,1,1,7,5,0,14,0,4,10,1,13,10,4
"1783",1783,"white","age.gp4","Tr","NoTrade","Group",10,2,0,2,6,2,7,1,1,9,2,8,6,4
"1784",1784,"white","age.gp4","Tr","NoTrade","Group",10,3,0,2,5,0,9,1,4,6,1,9,7,3
"1785",1785,"white","age.gp4","Tr","NoTrade","Group",5,0,3,1,1,0,5,0,1,4,0,5,3,2
"1786",1786,"white","age.gp4","Tr","NoTrade","Group",5,1,0,3,1,1,4,0,3,2,0,5,3,2
"1787",1787,"white","age.gp4","Tr","NoTrade","Group",9,0,2,1,6,1,8,0,3,6,0,9,6,3
"1788",1788,"white","age.gp4","Tr","NoTrade","Group",5,3,0,0,2,0,2,3,1,4,0,5,2,3
"1789",1789,"white","age.gp4","Tr","NoTrade","Group",7,0,2,1,4,0,7,0,3,4,0,7,6,1
"1790",1790,"white","age.gp4","Tr","NoTrade","Group",18,1,2,4,11,3,14,1,8,10,1,17,14,4
"1791",1791,"white","age.gp4","Tr","NoTrade","Group",16,0,3,4,9,3,13,0,4,12,2,14,11,5
"1792",1792,"white","age.gp4","Tr","NoTrade","Group",9,1,0,3,5,0,9,0,2,7,0,9,4,5
"1793",1793,"white","age.gp4","Tr","NoTrade","Group",12,0,1,5,6,1,10,1,1,11,0,12,6,6
"1794",1794,"white","age.gp4","Tr","NoTrade","Group",15,1,4,2,8,0,12,3,6,9,1,14,8,7
"1795",1795,"white","age.gp4","Tr","NoTrade","Group",13,2,3,2,6,0,12,1,4,9,0,13,7,6
"1796",1796,"white","age.gp4","Tr","NoTrade","Group",9,1,1,3,4,1,8,0,2,7,0,9,5,4
"1797",1797,"white","age.gp4","Tr","NoTrade","Group",13,3,2,0,8,1,11,1,4,9,1,12,8,5
"1798",1798,"white","age.gp4","Tr","NoTrade","Group",12,2,2,3,5,0,10,2,3,9,0,12,9,3
"1799",1799,"white","age.gp4","Tr","NoTrade","Group",12,2,3,2,5,1,9,2,2,10,1,11,7,5
"1800",1800,"white","age.gp4","Tr","NoTrade","Group",19,0,4,5,10,1,17,1,10,9,1,18,15,4
"1801",1801,"white","age.gp4","Tr","NoTrade","Group",15,0,4,2,9,3,12,0,5,10,1,14,7,8
"1802",1802,"white","age.gp4","Tr","NoTrade","Group",9,0,3,2,4,1,8,0,6,3,0,9,6,3
"1803",1803,"white","age.gp4","Tr","NoTrade","Group",8,1,3,1,3,1,6,1,4,4,0,8,5,3
"1804",1804,"white","age.gp4","Tr","NoTrade","Group",16,2,2,0,12,1,15,0,5,11,0,16,10,6
"1805",1805,"white","age.gp2","Tr","NoTrade","Group",25,1,15,5,4,3,18,4,10,15,4,21,18,7
"1806",1806,"white","age.gp2","Tr","NoTrade","Group",28,5,13,5,5,1,24,3,8,20,2,26,20,8
"1807",1807,"white","age.gp2","Tr","NoTrade","Group",19,2,8,5,4,2,15,2,5,14,1,18,9,10
"1808",1808,"white","age.gp2","Tr","NoTrade","Group",25,2,13,8,2,3,21,1,12,13,1,24,17,8
"1809",1809,"white","age.gp2","Tr","NoTrade","Group",35,5,14,9,7,3,31,1,9,26,2,33,18,17
"1810",1810,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,2,1,2,2,0,1,3,1,3,3,1
"1811",1811,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1
"1812",1812,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,2,1,2,5,0,0,0,5,0,5,1,4
"1813",1813,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,2,1,2,2,0,2,2,1,3,1,3
"1814",1814,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,1,1,0,2,1,1
"1815",1815,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,1,0,1,0,1,0
"1816",1816,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,1,0,0,1
"1817",1817,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,2,0,0,0,2,0,2,0,2
"1818",1818,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,3,0,0,0,3,0,3,0,3
"1819",1819,"black","age.gp4","NoTr","NoTrade","NoGroup",5,1,0,1,3,3,2,0,1,4,0,5,1,4
"1820",1820,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0
"1821",1821,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0
"1822",1822,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1823",1823,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,1,1,1,1,2,1,0,4,1,3,3,1
"1824",1824,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,2,1,1,2,1,1,2,2,0,4,2,2
"1825",1825,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,0,3,2,2,0,1,3,0,4,2,2
"1826",1826,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,1,4,5,0,0,0,5,0,5,1,4
"1827",1827,"black","age.gp4","NoTr","NoTrade","NoGroup",6,1,1,1,3,3,3,0,1,5,1,5,2,4
"1828",1828,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1829",1829,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,0,1
"1830",1830,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1831",1831,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,2,1,0,1,2,0,3,2,1
"1832",1832,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1833",1833,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,0,4,1,4,1,0,0,5,1,4,2,3
"1834",1834,"black","age.gp4","NoTr","NoTrade","NoGroup",7,0,1,2,4,3,3,1,1,6,1,6,1,6
"1835",1835,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1
"1836",1836,"black","age.gp4","NoTr","NoTrade","NoGroup",6,1,2,1,2,3,2,1,1,5,1,5,4,2
"1837",1837,"black","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,0,5,4,2,0,0,6,0,6,3,3
"1838",1838,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,0,4,2,2,0,1,3,1,3,2,2
"1839",1839,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,1,0,0,1
"1840",1840,"black","age.gp3","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,0,1
"1841",1841,"black","age.gp3","NoTr","NoTrade","NoGroup",11,0,4,4,3,5,5,1,4,7,2,9,4,7
"1842",1842,"black","age.gp3","NoTr","NoTrade","NoGroup",7,1,1,4,1,3,4,0,4,3,1,6,4,3
"1843",1843,"black","age.gp3","NoTr","NoTrade","NoGroup",2,0,0,2,0,1,1,0,0,2,0,2,1,1
"1844",1844,"black","age.gp3","NoTr","NoTrade","NoGroup",9,1,5,1,2,5,3,1,3,6,1,8,3,6
"1845",1845,"black","age.gp3","NoTr","NoTrade","NoGroup",3,0,0,3,0,2,1,0,0,3,2,1,1,2
"1846",1846,"black","age.gp3","NoTr","NoTrade","NoGroup",2,0,1,0,1,1,1,0,1,1,0,2,0,2
"1847",1847,"black","age.gp3","NoTr","NoTrade","NoGroup",4,0,3,1,0,3,1,0,1,3,0,4,1,3
"1848",1848,"black","age.gp3","NoTr","NoTrade","NoGroup",16,1,8,1,6,8,5,3,5,11,0,16,4,12
"1849",1849,"black","age.gp3","NoTr","NoTrade","NoGroup",5,0,1,0,4,2,3,0,0,5,0,5,3,2
"1850",1850,"black","age.gp3","NoTr","NoTrade","NoGroup",10,2,3,3,2,8,0,2,2,8,2,8,4,6
"1851",1851,"black","age.gp3","NoTr","NoTrade","NoGroup",9,1,2,4,2,4,5,0,2,7,1,8,6,3
"1852",1852,"black","age.gp3","NoTr","NoTrade","NoGroup",5,3,1,1,0,2,3,0,1,4,0,5,2,3
"1853",1853,"black","age.gp3","NoTr","NoTrade","NoGroup",4,0,2,1,1,2,1,1,1,3,1,3,2,2
"1854",1854,"white","age.gp3","NoTr","NoTrade","Group",24,3,9,5,7,2,22,0,14,10,1,23,16,8
"1855",1855,"white","age.gp3","NoTr","NoTrade","Group",16,3,7,3,3,1,12,3,6,10,3,13,11,5
"1856",1856,"white","age.gp3","NoTr","NoTrade","Group",21,3,9,8,1,3,15,3,10,11,2,19,15,6
"1857",1857,"white","age.gp3","NoTr","NoTrade","Group",21,3,9,5,4,3,15,3,6,15,2,19,12,9
"1858",1858,"white","age.gp3","NoTr","NoTrade","Group",16,2,4,6,4,3,11,2,5,11,1,15,11,5
"1859",1859,"white","age.gp3","NoTr","NoTrade","Group",21,0,12,2,7,0,18,3,9,12,1,20,12,9
"1860",1860,"white","age.gp3","NoTr","NoTrade","Group",10,3,6,1,0,1,9,0,3,7,0,10,7,3
"1861",1861,"white","age.gp3","NoTr","NoTrade","Group",11,1,2,6,2,2,9,0,6,5,0,11,5,6
"1862",1862,"white","age.gp3","NoTr","NoTrade","Group",12,0,7,3,2,1,8,3,5,7,1,11,6,6
"1863",1863,"white","age.gp3","NoTr","NoTrade","Group",17,2,4,7,4,2,13,2,4,13,3,14,14,3
"1864",1864,"white","age.gp3","NoTr","NoTrade","Group",17,0,8,6,3,5,12,0,6,11,1,16,11,6
"1865",1865,"white","age.gp3","NoTr","NoTrade","Group",24,3,4,10,7,1,19,4,8,16,3,21,13,11
"1866",1866,"white","age.gp3","NoTr","NoTrade","Group",17,1,7,5,4,1,13,3,6,11,3,14,10,7
"1867",1867,"white","age.gp3","NoTr","NoTrade","Group",21,5,6,8,2,1,14,6,11,10,3,18,14,7
"1868",1868,"white","age.gp3","NoTr","NoTrade","Group",22,2,10,5,5,3,16,3,11,11,3,19,17,5
"1869",1869,"other","age.gp1","NoTr","NoTrade","Group",5,2,2,1,0,1,4,0,2,3,0,5,2,3
"1870",1870,"other","age.gp1","NoTr","NoTrade","Group",7,2,2,1,2,0,7,0,3,4,0,7,5,2
"1871",1871,"other","age.gp1","NoTr","NoTrade","Group",9,4,2,3,0,1,8,0,2,7,0,9,2,7
"1872",1872,"other","age.gp1","NoTr","NoTrade","Group",3,0,1,1,1,0,3,0,1,2,0,3,2,1
"1873",1873,"other","age.gp1","NoTr","NoTrade","Group",14,3,4,2,5,2,12,0,5,9,0,14,9,5
"1874",1874,"other","age.gp1","NoTr","NoTrade","Group",7,1,3,2,1,0,7,0,2,5,0,7,7,0
"1875",1875,"other","age.gp1","NoTr","NoTrade","Group",10,5,0,3,2,1,9,0,1,9,1,9,5,5
"1876",1876,"other","age.gp1","NoTr","NoTrade","Group",8,2,2,2,2,2,5,1,5,3,0,8,5,3
"1877",1877,"other","age.gp1","NoTr","NoTrade","Group",9,4,1,0,4,2,7,0,1,8,1,8,3,6
"1878",1878,"other","age.gp1","NoTr","NoTrade","Group",6,1,4,1,0,1,5,0,4,2,0,6,4,2
"1879",1879,"other","age.gp1","NoTr","NoTrade","Group",10,3,4,3,0,1,9,0,5,5,0,10,3,7
"1880",1880,"other","age.gp1","NoTr","NoTrade","Group",7,2,1,3,1,0,7,0,4,3,2,5,5,2
"1881",1881,"other","age.gp1","NoTr","NoTrade","Group",13,6,2,2,3,2,11,0,3,10,0,13,8,5
"1882",1882,"other","age.gp1","NoTr","NoTrade","Group",11,3,3,3,2,2,9,0,2,9,0,11,8,3
"1883",1883,"other","age.gp1","NoTr","NoTrade","Group",12,5,2,4,1,0,12,0,5,7,1,11,5,7
"1884",1884,"other","age.gp1","NoTr","NoTrade","Group",7,3,3,1,0,0,7,0,4,3,2,5,3,4
"1885",1885,"other","age.gp1","NoTr","NoTrade","Group",13,7,1,1,4,2,11,0,6,7,1,12,8,5
"1886",1886,"other","age.gp1","NoTr","NoTrade","Group",16,9,6,0,1,1,15,0,6,10,2,14,10,6
"1887",1887,"other","age.gp1","NoTr","NoTrade","Group",11,4,3,2,2,0,11,0,4,7,1,10,3,8
"1888",1888,"other","age.gp1","NoTr","NoTrade","Group",11,5,3,1,2,0,11,0,5,6,0,11,6,5
"1889",1889,"other","age.gp1","NoTr","NoTrade","Group",10,5,3,0,2,0,10,0,6,4,0,10,5,5
"1890",1890,"other","age.gp1","NoTr","NoTrade","Group",7,2,2,2,1,0,7,0,4,3,0,7,2,5
"1891",1891,"other","age.gp1","NoTr","NoTrade","Group",11,4,1,3,3,3,8,0,5,6,0,11,4,7
"1892",1892,"other","age.gp1","NoTr","NoTrade","Group",5,3,1,1,0,0,5,0,2,3,0,5,1,4
"1893",1893,"other","age.gp1","NoTr","NoTrade","Group",10,4,3,1,2,0,10,0,4,6,1,9,7,3
"1894",1894,"other","age.gp1","NoTr","NoTrade","Group",8,3,1,2,2,0,8,0,6,2,0,8,5,3
"1895",1895,"other","age.gp1","NoTr","NoTrade","Group",9,5,1,1,2,0,9,0,5,4,1,8,5,4
"1896",1896,"other","age.gp1","NoTr","NoTrade","Group",7,6,0,1,0,0,7,0,1,6,1,6,3,4
"1897",1897,"white","age.gp1","Tr","NoTrade","NoGroup",11,8,2,0,1,0,11,0,3,8,1,10,3,8
"1898",1898,"white","age.gp1","Tr","NoTrade","NoGroup",6,2,0,2,2,0,5,1,2,4,1,5,4,2
"1899",1899,"white","age.gp1","Tr","NoTrade","NoGroup",8,3,0,2,3,0,8,0,4,4,0,8,4,4
"1900",1900,"white","age.gp1","Tr","NoTrade","NoGroup",10,8,1,1,0,0,7,3,2,8,0,10,3,7
"1901",1901,"white","age.gp1","Tr","NoTrade","NoGroup",11,2,3,4,2,2,8,1,2,9,1,10,8,3
"1902",1902,"black","age.gp1","NoTr","NoTrade","NoGroup",6,2,2,2,0,5,1,0,2,4,0,6,2,4
"1903",1903,"black","age.gp1","NoTr","NoTrade","NoGroup",9,4,3,1,1,5,2,2,1,8,2,7,4,5
"1904",1904,"black","age.gp1","NoTr","NoTrade","NoGroup",13,6,2,3,2,7,4,2,4,9,1,12,5,8
"1905",1905,"black","age.gp1","NoTr","NoTrade","NoGroup",5,1,1,2,1,3,2,0,2,3,1,4,2,3
"1906",1906,"black","age.gp1","NoTr","NoTrade","NoGroup",10,4,2,1,3,8,2,0,3,7,2,8,4,6
"1907",1907,"other","age.gp2","NoTr","NoTrade","NoGroup",3,1,1,1,0,0,3,0,1,2,0,3,3,0
