,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
2789,2790,2790,white,age.gp2,NoTr,NoTrade,Group,15,1,7,3,4,0,14,1,8,7,2,13,7,8
589,590,590,other,age.gp4,NoTr,NoTrade,NoGroup,2,1,1,0,0,1,1,0,1,1,0,2,1,1
1122,1123,1123,other,age.gp1,NoTr,NoTrade,NoGroup,4,2,1,1,0,0,4,0,1,3,0,4,2,2
1434,1435,1435,white,age.gp3,Tr,NoTrade,NoGroup,5,1,3,1,0,0,4,1,2,3,1,4,4,1
1658,1659,1659,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,3,0,0,0,3,0,2,1,0,3,1,2
2248,2249,2249,white,age.gp4,Tr,NoTrade,Group,11,2,2,3,4,1,9,1,1,10,1,10,7,4
320,321,321,white,age.gp4,NoTr,NoTrade,Group,13,0,5,0,8,2,10,1,4,9,1,12,7,6
1111,1112,1112,other,age.gp1,NoTr,NoTrade,NoGroup,6,4,1,1,0,0,6,0,4,2,0,6,3,3
1859,1860,1860,white,age.gp3,NoTr,NoTrade,Group,10,3,6,1,0,1,9,0,3,7,0,10,7,3
1863,1864,1864,white,age.gp3,NoTr,NoTrade,Group,17,0,8,6,3,5,12,0,6,11,1,16,11,6
2518,2519,2519,black,age.gp2,NoTr,NoTrade,Group,11,1,4,2,4,5,5,1,5,6,1,10,6,5
2856,2857,2857,black,age.gp3,NoTr,NoTrade,Group,11,0,5,4,2,3,8,0,3,8,2,9,9,2
248,249,249,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,0,4,0,5,1,1,5,0,6,5,1
297,298,298,white,age.gp4,NoTr,NoTrade,Group,7,1,0,1,5,3,3,1,2,5,2,5,3,4
249,250,250,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1286,1287,1287,white,age.gp4,NoTr,NoTrade,Group,11,2,1,1,7,2,9,0,3,8,1,10,7,4
250,251,251,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,1,0,1,0
251,252,252,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,2,0,1,0,3,0,2,1,0,3,3,0
343,344,344,white,age.gp2,NoTr,NoTrade,Group,23,1,10,4,8,4,17,2,4,19,5,18,15,8
679,680,680,white,age.gp4,Tr,NoTrade,Group,11,0,1,1,9,2,9,0,5,6,1,10,8,3
252,253,253,white,age.gp4,NoTr,NoTrade,NoGroup,4,1,1,0,2,0,3,1,1,3,0,4,3,1
1882,1883,1883,other,age.gp1,NoTr,NoTrade,Group,12,5,2,4,1,0,12,0,5,7,1,11,5,7
2711,2712,2712,white,age.gp4,NoTr,NoTrade,Group,10,0,3,3,4,0,9,1,4,6,0,10,4,6
691,692,692,white,age.gp4,Tr,NoTrade,Group,13,2,2,1,8,1,9,3,6,7,1,12,8,5
1646,1647,1647,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,1,2,0,3,2,1
1775,1776,1776,white,age.gp4,Tr,NoTrade,Group,13,1,1,1,10,0,13,0,4,9,1,12,10,3
2372,2373,2373,black,age.gp2,NoTr,NoTrade,NoGroup,7,1,2,2,2,1,6,0,2,5,2,5,4,3
2649,2650,2650,white,age.gp2,NoTr,NoTrade,Group,14,0,8,1,5,2,12,0,6,8,1,13,9,5
256,257,257,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
2574,2575,2575,white,age.gp4,NoTr,NoTrade,Group,7,0,1,2,4,0,7,0,2,5,0,7,3,4
257,258,258,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,1,1,1,2,0,1,2,0,3,2,1
1072,1073,1073,white,age.gp4,NoTr,NoTrade,Group,6,0,2,0,4,1,4,1,3,3,1,5,3,3
258,259,259,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,0,0,7,0,7,0,4,3,0,7,5,2
415,416,416,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,0,1,5,0,7,0,2,5,0,7,2,5
1200,1201,1201,white,age.gp4,Tr,NoTrade,NoGroup,10,1,3,3,3,0,10,0,4,6,2,8,6,4
2947,2948,2948,white,age.gp4,NoTr,NoTrade,Group,12,1,0,2,9,1,11,0,4,8,0,12,9,3
259,260,260,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,3,0,3,1,5,0,0,6,0,6,5,1
1059,1060,1060,white,age.gp4,NoTr,NoTrade,Group,8,0,2,0,6,1,7,0,5,3,0,8,6,2
1812,1813,1813,black,age.gp4,NoTr,NoTrade,NoGroup,4,1,0,2,1,2,2,0,2,2,1,3,1,3
2171,2172,2172,white,age.gp2,NoTr,NoTrade,Group,17,3,6,3,5,4,12,1,7,10,1,16,11,6
1042,1043,1043,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,1,2,0,0,3,0,3,2,1
1079,1080,1080,white,age.gp4,NoTr,NoTrade,Group,15,0,6,1,8,0,14,1,5,10,1,14,5,10
2937,2938,2938,white,age.gp4,NoTr,NoTrade,Group,15,0,3,3,9,1,14,0,3,12,0,15,7,8
261,262,262,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,0,4,1,3,0,0,4,0,4,2,2
439,440,440,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,0,5,0,5,0,1,4,0,5,2,3
1294,1295,1295,white,age.gp4,NoTr,NoTrade,Group,13,1,2,3,7,2,11,0,5,8,1,12,9,4
1520,1521,1521,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
262,263,263,white,age.gp4,NoTr,NoTrade,NoGroup,9,1,0,0,8,1,7,1,2,7,0,9,6,3
269,270,270,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1889,1890,1890,other,age.gp1,NoTr,NoTrade,Group,7,2,2,2,1,0,7,0,4,3,0,7,2,5
2178,2179,2179,white,age.gp4,NoTr,NoTrade,NoGroup,9,0,2,4,3,1,8,0,1,8,0,9,6,3
263,264,264,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,0,4,0,5,0,2,3,0,5,4,1
1280,1281,1281,white,age.gp4,NoTr,NoTrade,Group,12,1,3,4,4,1,8,3,5,7,0,12,8,4
1485,1486,1486,white,age.gp4,NoTr,NoTrade,NoGroup,8,0,3,2,3,0,7,1,2,6,0,8,4,4
2038,2039,2039,white,age.gp4,Tr,NoTrade,Group,14,1,3,2,8,1,11,2,3,11,1,13,10,4
265,266,266,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,0,5,0,6,0,3,3,0,6,5,1
432,433,433,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1796,1797,1797,white,age.gp4,Tr,NoTrade,Group,13,3,2,0,8,1,11,1,4,9,1,12,8,5
1336,1337,1337,white,age.gp3,NoTr,NoTrade,NoGroup,10,1,5,2,2,1,8,1,4,6,1,9,4,6
270,271,271,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,1,0,4,1,4,1,2,4,1,5,4,2
566,567,567,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,0,2,0,2,1,1
1204,1205,1205,white,age.gp4,Tr,NoTrade,NoGroup,5,1,1,0,3,0,4,1,0,5,1,4,2,3
2517,2518,2518,black,age.gp2,NoTr,NoTrade,Group,18,3,5,3,7,7,11,0,5,13,2,16,10,8
271,272,272,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,2,0,0,3,0,1,2,0,3,2,1
273,274,274,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,1,2,0,0,3,0,3,1,2
400,401,401,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,0,2,4,3,3,0,1,5,0,6,2,4
791,792,792,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,2,0,4,1,5,1,1,6,0,7,3,4
274,275,275,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
275,276,276,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,0,3,0,3,0,1,2,0,3,3,0
276,277,277,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1573,1574,1574,white,age.gp4,Tr,NoTrade,Group,16,1,2,3,10,3,13,0,4,12,1,15,9,7
279,280,280,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
1563,1564,1564,white,age.gp4,Tr,NoTrade,Group,15,0,3,2,10,2,12,1,4,11,0,15,9,6
1484,1485,1485,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,3,1,1,2,4,0,2,4,1,5,5,1
1858,1859,1859,white,age.gp3,NoTr,NoTrade,Group,21,0,12,2,7,0,18,3,9,12,1,20,12,9
2884,2885,2885,white,age.gp1,NoTr,NoTrade,Group,21,11,5,3,2,2,15,4,9,12,2,19,8,13
585,586,586,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,3,0,0,3,1,2
1638,1639,1639,other,age.gp2,NoTr,NoTrade,NoGroup,8,1,3,3,1,1,7,0,2,6,0,8,3,5
1776,1777,1777,white,age.gp4,Tr,NoTrade,Group,19,0,7,3,9,2,17,0,7,12,3,16,13,6
2274,2275,2275,black,age.gp2,Tr,Trade,Group,17,1,9,6,1,8,7,2,5,12,2,15,8,9
2331,2332,2332,white,age.gp3,Tr,NoTrade,Group,23,2,9,8,4,0,22,1,11,12,2,21,18,5
2421,2422,2422,white,age.gp3,NoTr,Trade,Group,15,3,3,6,3,3,11,1,4,11,1,14,9,6
743,744,744,white,age.gp2,Tr,NoTrade,Group,20,5,5,5,5,1,16,3,10,10,1,19,16,4
1135,1136,1136,white,age.gp2,Tr,NoTrade,Group,31,3,17,4,7,3,23,5,15,16,1,30,25,6
2794,2795,2795,white,age.gp2,Tr,NoTrade,NoGroup,9,1,5,2,1,1,8,0,4,5,1,8,6,3
884,885,885,white,age.gp3,NoTr,Trade,Group,10,1,4,5,0,1,8,1,3,7,0,10,6,4
888,889,889,other,age.gp1,Tr,NoTrade,NoGroup,5,0,2,1,2,1,4,0,2,3,1,4,4,1
1318,1319,1319,white,age.gp2,NoTr,NoTrade,NoGroup,12,1,6,2,3,1,10,1,5,7,0,12,7,5
1389,1390,1390,black,age.gp3,NoTr,NoTrade,NoGroup,6,1,4,0,1,0,3,3,1,5,0,6,2,4
2424,2425,2425,white,age.gp3,NoTr,Trade,Group,13,3,3,2,5,2,11,0,5,8,1,12,9,4
359,360,360,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,1,3,3,3,0,2,4,1,5,3,3
957,958,958,black,age.gp2,Tr,NoTrade,NoGroup,11,0,7,2,2,5,4,2,4,7,1,10,5,6
1798,1799,1799,white,age.gp4,Tr,NoTrade,Group,12,2,3,2,5,1,9,2,2,10,1,11,7,5
2755,2756,2756,white,age.gp3,NoTr,NoTrade,NoGroup,9,1,6,1,1,2,6,1,3,6,1,8,5,4
285,286,286,white,age.gp1,NoTr,NoTrade,NoGroup,11,3,1,3,4,0,11,0,5,6,2,9,8,3
984,985,985,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,3,2,1,6,0,3,4,1,6,4,3
1053,1054,1054,white,age.gp4,NoTr,NoTrade,Group,13,2,3,1,7,1,11,1,5,8,0,13,8,5
286,287,287,white,age.gp1,NoTr,NoTrade,NoGroup,12,8,1,2,1,1,7,4,4,8,1,11,4,8
627,628,628,other,age.gp1,NoTr,Trade,Group,6,2,0,2,2,0,6,0,1,5,0,6,4,2
1005,1006,1006,white,age.gp1,Tr,NoTrade,Group,29,14,4,5,6,3,20,6,5,24,1,28,10,19
1084,1085,1085,white,age.gp4,NoTr,NoTrade,Group,7,1,1,1,4,0,6,1,3,4,0,7,4,3
1126,1127,1127,other,age.gp1,NoTr,NoTrade,NoGroup,7,5,0,1,1,1,6,0,2,5,1,6,3,4
1310,1311,1311,white,age.gp1,NoTr,NoTrade,NoGroup,11,7,1,1,2,1,9,1,1,10,0,11,2,9
931,932,932,white,age.gp3,NoTr,NoTrade,NoGroup,12,2,5,3,2,3,7,2,6,6,2,10,8,4
1454,1455,1455,white,age.gp1,NoTr,NoTrade,NoGroup,12,6,2,4,0,1,9,2,4,8,3,9,7,5
288,289,289,white,age.gp1,NoTr,NoTrade,NoGroup,8,7,0,1,0,3,2,3,0,8,1,7,2,6
463,464,464,black,age.gp3,NoTr,Trade,Group,11,2,4,2,3,7,3,1,1,10,2,9,5,6
1091,1092,1092,black,age.gp1,NoTr,NoTrade,NoGroup,9,6,0,2,1,4,4,1,4,5,2,7,4,5
1140,1141,1141,white,age.gp1,NoTr,NoTrade,NoGroup,11,9,0,2,0,1,8,2,2,9,1,10,3,8
1450,1451,1451,black,age.gp1,NoTr,NoTrade,NoGroup,5,3,1,1,0,2,2,1,0,5,0,5,2,3
2504,2505,2505,other,age.gp1,NoTr,NoTrade,NoGroup,4,4,0,0,0,0,4,0,0,4,0,4,0,4
2556,2557,2557,other,age.gp1,NoTr,NoTrade,NoGroup,6,3,2,1,0,0,5,1,1,5,2,4,3,3
2873,2874,2874,white,age.gp1,NoTr,NoTrade,NoGroup,10,6,0,2,2,0,6,4,2,8,2,8,4,6
289,290,290,white,age.gp1,NoTr,NoTrade,NoGroup,6,2,1,1,2,0,6,0,3,3,0,6,3,3
1787,1788,1788,white,age.gp4,Tr,NoTrade,Group,5,3,0,0,2,0,2,3,1,4,0,5,2,3
1975,1976,1976,white,age.gp4,Tr,NoTrade,NoGroup,3,1,0,1,1,0,3,0,1,2,0,3,1,2
2326,2327,2327,white,age.gp3,Tr,NoTrade,Group,9,2,4,2,1,1,6,2,3,6,1,8,7,2
2917,2918,2918,white,age.gp1,NoTr,NoTrade,NoGroup,11,5,4,1,1,0,8,3,4,7,0,11,5,6
375,376,376,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,2,0,0,0,2,0,2,1,1
480,481,481,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,3,0,3,1,5,0,2,4,0,6,6,0
501,502,502,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,3,0,1,2,2,0,0,4,1,3,3,1
291,292,292,black,age.gp2,NoTr,NoTrade,Group,11,0,6,2,3,7,2,2,3,8,2,9,7,4
2168,2169,2169,black,age.gp2,NoTr,NoTrade,NoGroup,6,2,4,0,0,4,2,0,3,3,0,6,5,1
510,511,511,white,age.gp2,Tr,NoTrade,NoGroup,4,0,3,0,1,1,3,0,1,3,0,4,2,2
1356,1357,1357,black,age.gp4,NoTr,NoTrade,Group,11,0,4,0,7,7,4,0,4,7,1,10,4,7
2805,2806,2806,other,age.gp2,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,1,0
997,998,998,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,0,4,1,5,0,2,4,0,6,6,0
2276,2277,2277,black,age.gp2,Tr,Trade,Group,21,3,8,4,6,12,7,2,4,17,1,20,9,12
2345,2346,2346,black,age.gp2,NoTr,NoTrade,Group,21,1,12,4,4,16,3,2,5,16,3,18,11,10
2804,2805,2805,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,3,1,1,3,2,0,1,4,1,4,2,3
518,519,519,black,age.gp3,NoTr,NoTrade,NoGroup,7,0,5,1,1,4,2,1,2,5,0,7,4,3
650,651,651,black,age.gp2,NoTr,NoTrade,NoGroup,10,1,5,3,1,5,2,3,1,9,2,8,6,4
1259,1260,1260,black,age.gp3,NoTr,NoTrade,NoGroup,11,2,5,1,3,8,3,0,2,9,3,8,6,5
1315,1316,1316,white,age.gp2,NoTr,NoTrade,NoGroup,8,0,4,3,1,2,4,2,4,4,1,7,6,2
1467,1468,1468,white,age.gp2,NoTr,Trade,Group,26,3,11,6,6,4,18,4,6,20,3,23,19,7
2718,2719,2719,white,age.gp4,NoTr,NoTrade,Group,16,1,5,2,8,2,13,1,5,11,1,15,10,6
1199,1200,1200,white,age.gp4,Tr,NoTrade,NoGroup,4,0,0,0,4,0,4,0,1,3,0,4,3,1
1410,1411,1411,white,age.gp3,NoTr,NoTrade,Group,11,0,6,0,5,0,8,3,5,6,0,11,8,3
2403,2404,2404,white,age.gp3,NoTr,NoTrade,NoGroup,9,0,6,1,2,0,8,1,5,4,0,9,8,1
1539,1540,1540,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,1,3,0,1,3,0,4,2,2
2902,2903,2903,other,age.gp1,NoTr,NoTrade,NoGroup,3,1,0,1,1,0,3,0,1,2,0,3,2,1
2949,2950,2950,white,age.gp4,NoTr,NoTrade,Group,10,1,1,1,7,0,10,0,3,7,0,10,8,2
544,545,545,white,age.gp4,NoTr,NoTrade,NoGroup,8,1,3,2,2,1,5,2,1,7,0,8,3,5
901,902,902,other,age.gp1,Tr,NoTrade,NoGroup,2,1,0,0,1,1,1,0,0,2,0,2,1,1
1365,1366,1366,black,age.gp4,NoTr,NoTrade,Group,9,0,1,1,7,4,5,0,1,8,0,9,6,3
2216,2217,2217,black,age.gp4,NoTr,Trade,Group,7,2,0,0,5,1,4,2,2,5,1,6,4,3
2240,2241,2241,black,age.gp4,NoTr,Trade,Group,4,0,0,1,3,2,2,0,0,4,0,4,2,2
534,535,535,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,1,2,0,0,3,0,3,1,2
912,913,913,other,age.gp1,Tr,NoTrade,NoGroup,5,3,1,0,1,0,5,0,1,4,0,5,2,3
300,301,301,white,age.gp4,NoTr,NoTrade,Group,4,0,0,1,3,0,4,0,1,3,0,4,3,1
537,538,538,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
2565,2566,2566,white,age.gp4,NoTr,NoTrade,Group,9,1,3,1,4,3,6,0,2,7,0,9,5,4
301,302,302,white,age.gp4,NoTr,NoTrade,Group,11,0,3,0,8,2,8,1,5,6,0,11,6,5
313,314,314,white,age.gp4,NoTr,NoTrade,Group,7,0,1,0,6,0,7,0,2,5,0,7,6,1
1180,1181,1181,white,age.gp4,Tr,NoTrade,NoGroup,9,1,1,3,4,0,8,1,3,6,0,9,6,3
1298,1299,1299,white,age.gp4,NoTr,NoTrade,Group,10,2,2,1,5,0,10,0,1,9,0,10,7,3
1587,1588,1588,white,age.gp4,Tr,NoTrade,Group,11,1,1,3,6,1,9,1,2,9,2,9,8,3
2015,2016,2016,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,2,1,0,0,3,0,3,1,2
2150,2151,2151,other,age.gp2,NoTr,NoTrade,NoGroup,4,2,0,1,1,0,4,0,0,4,1,3,3,1
2641,2642,2642,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,2,1,4,0,6,1,4,3,0,7,6,1
760,761,761,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,0,2,0,2,1,1
777,778,778,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,0,3,2,1,4,1,2,4,0,6,4,2
1038,1039,1039,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,1,4,4,1,0,0,5,1,4,3,2
317,318,318,white,age.gp4,NoTr,NoTrade,Group,14,2,3,4,5,0,13,1,6,8,0,14,8,6
1570,1571,1571,white,age.gp4,Tr,NoTrade,Group,15,1,5,2,7,1,13,1,5,10,1,14,8,7
304,305,305,white,age.gp4,NoTr,NoTrade,Group,9,4,2,2,1,1,5,3,2,7,0,9,5,4
1887,1888,1888,other,age.gp1,NoTr,NoTrade,Group,11,5,3,1,2,0,11,0,5,6,0,11,6,5
2901,2902,2902,other,age.gp1,NoTr,NoTrade,NoGroup,3,0,0,0,3,0,3,0,1,2,0,3,3,0
2913,2914,2914,other,age.gp1,NoTr,NoTrade,NoGroup,6,2,2,1,1,0,6,0,2,4,0,6,3,3
305,306,306,white,age.gp4,NoTr,NoTrade,Group,12,0,3,1,8,0,11,1,9,3,0,12,7,5
440,441,441,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,1,3,0,0,4,0,4,3,1
845,846,846,white,age.gp2,Tr,NoTrade,NoGroup,6,0,3,1,2,2,4,0,2,4,1,5,5,1
1137,1138,1138,white,age.gp2,Tr,NoTrade,Group,19,4,6,4,5,2,14,3,3,16,1,18,14,5
1481,1482,1482,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
472,473,473,black,age.gp3,NoTr,Trade,Group,10,0,4,2,4,6,4,0,3,7,1,9,6,4
1694,1695,1695,white,age.gp4,NoTr,Trade,NoGroup,2,0,0,0,2,0,2,0,0,2,0,2,2,0
2942,2943,2943,white,age.gp4,NoTr,NoTrade,Group,12,1,1,0,10,0,11,1,5,7,1,11,8,4
1173,1174,1174,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1666,1667,1667,black,age.gp1,Tr,Trade,Group,16,3,2,9,2,6,8,2,4,12,4,12,10,6
1786,1787,1787,white,age.gp4,Tr,NoTrade,Group,9,0,2,1,6,1,8,0,3,6,0,9,6,3
2352,2353,2353,white,age.gp3,Tr,NoTrade,NoGroup,7,3,1,1,2,1,6,0,3,4,0,7,4,3
308,309,309,white,age.gp4,NoTr,NoTrade,Group,11,2,3,0,6,0,10,1,4,7,0,11,8,3
1017,1018,1018,white,age.gp1,NoTr,NoTrade,NoGroup,11,5,4,1,1,0,9,2,3,8,0,11,4,7
2546,2547,2547,other,age.gp1,NoTr,NoTrade,NoGroup,2,1,0,0,1,1,1,0,1,1,0,2,1,1
309,310,310,white,age.gp4,NoTr,NoTrade,Group,11,1,1,4,5,1,10,0,7,4,2,9,10,1
1201,1202,1202,white,age.gp4,Tr,NoTrade,NoGroup,7,1,1,2,3,0,6,1,2,5,0,7,5,2
2228,2229,2229,black,age.gp4,NoTr,Trade,Group,9,0,2,2,5,5,4,0,2,7,1,8,5,4
821,822,822,white,age.gp3,NoTr,NoTrade,NoGroup,9,2,3,1,3,0,7,2,3,6,0,9,7,2
1625,1626,1626,white,age.gp1,NoTr,NoTrade,NoGroup,6,2,2,1,1,1,5,0,0,6,1,5,3,3
564,565,565,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,1,1,0,2,2,0
892,893,893,other,age.gp1,Tr,NoTrade,NoGroup,4,1,0,1,2,0,4,0,0,4,0,4,2,2
1517,1518,1518,black,age.gp4,NoTr,NoTrade,NoGroup,9,1,0,2,6,4,5,0,2,7,0,9,6,3
2619,2620,2620,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1508,1509,1509,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,0,5,1,5,1,1,6,0,7,4,3
2585,2586,2586,white,age.gp4,NoTr,NoTrade,Group,12,0,2,3,7,1,11,0,7,5,0,12,8,4
1361,1362,1362,black,age.gp4,NoTr,NoTrade,Group,8,0,1,2,5,5,3,0,3,5,1,7,5,3
2264,2265,2265,white,age.gp4,Tr,NoTrade,Group,7,1,0,3,3,0,7,0,4,3,0,7,6,1
1160,1161,1161,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,2,0,2,0,4,0,1,3,0,4,3,1
1988,1989,1989,white,age.gp4,Tr,NoTrade,NoGroup,6,0,2,0,4,0,6,0,1,5,0,6,5,1
425,426,426,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1404,1405,1405,white,age.gp3,NoTr,NoTrade,Group,17,3,5,3,6,1,14,2,7,10,0,17,7,10
1628,1629,1629,white,age.gp1,NoTr,NoTrade,NoGroup,8,3,1,2,2,1,7,0,2,6,1,7,4,4
1935,1936,1936,white,age.gp4,NoTr,NoTrade,Group,10,0,2,0,8,0,10,0,7,3,0,10,7,3
2251,2252,2252,white,age.gp4,Tr,NoTrade,Group,12,1,2,3,6,2,9,1,2,10,1,11,8,4
630,631,631,other,age.gp1,NoTr,Trade,Group,7,3,0,2,2,0,7,0,2,5,2,5,4,3
938,939,939,white,age.gp3,NoTr,NoTrade,NoGroup,6,2,0,1,3,0,5,1,0,6,1,5,5,1
2670,2671,2671,white,age.gp3,NoTr,NoTrade,NoGroup,11,0,4,3,4,0,10,1,5,6,0,11,6,5
1103,1104,1104,black,age.gp2,NoTr,NoTrade,NoGroup,4,0,1,1,2,1,2,1,1,3,0,4,4,0
1501,1502,1502,white,age.gp4,NoTr,NoTrade,NoGroup,5,1,2,1,1,1,3,1,0,5,0,5,1,4
2790,2791,2791,white,age.gp2,NoTr,NoTrade,Group,19,3,7,2,7,0,15,4,5,14,1,18,11,8
1691,1692,1692,white,age.gp4,NoTr,Trade,NoGroup,6,0,3,0,3,1,5,0,1,5,0,6,4,2
2000,2001,2001,black,age.gp4,NoTr,NoTrade,NoGroup,7,0,2,0,5,5,2,0,1,6,0,7,4,3
2587,2588,2588,white,age.gp4,NoTr,NoTrade,Group,11,1,2,2,6,2,9,0,3,8,2,9,8,3
2612,2613,2613,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,0,3,0,4,0,0,4,0,4,3,1
321,322,322,white,age.gp4,NoTr,NoTrade,Group,10,0,2,2,6,1,9,0,4,6,0,10,6,4
533,534,534,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,2,1,0,3,3,0
1219,1220,1220,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,1,1,3,0,5,1,0,6,0,6,4,2
1530,1531,1531,black,age.gp4,NoTr,NoTrade,NoGroup,7,0,2,1,4,4,3,0,2,5,0,7,5,2
442,443,443,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,3,0,2,0,5,1,5,1,0,6,4,2
580,581,581,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,0,2,0,2,2,0
1177,1178,1178,white,age.gp4,Tr,NoTrade,NoGroup,3,1,0,0,2,0,3,0,1,2,0,3,1,2
1209,1210,1210,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,1,4,0,6,0,3,3,0,6,6,0
989,990,990,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1052,1053,1053,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,1,3,1,3,1,2,3,0,5,4,1
1276,1277,1277,white,age.gp4,NoTr,NoTrade,Group,13,0,4,1,8,1,12,0,3,10,2,11,7,6
1841,1842,1842,black,age.gp3,NoTr,NoTrade,NoGroup,7,1,1,4,1,3,4,0,4,3,1,6,4,3
532,533,533,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,2,0,5,0,7,0,3,4,0,7,7,0
1479,1480,1480,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,0,4,0,6,0,4,2,0,6,5,1
549,550,550,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,1,3,0,5,0,2,3,1,4,5,0
1108,1109,1109,other,age.gp1,NoTr,NoTrade,NoGroup,2,1,0,0,1,1,1,0,1,1,1,1,1,1
1993,1994,1994,white,age.gp4,Tr,NoTrade,NoGroup,5,0,0,2,3,0,5,0,0,5,0,5,2,3
2922,2923,2923,white,age.gp4,NoTr,NoTrade,Group,11,1,0,6,4,1,10,0,7,4,0,11,8,3
327,328,328,white,age.gp1,NoTr,NoTrade,NoGroup,9,3,3,2,1,1,5,3,4,5,0,9,4,5
1244,1245,1245,white,age.gp1,NoTr,NoTrade,NoGroup,17,8,3,3,3,0,14,3,5,12,0,17,9,8
